"inf2death"
1.44150517148328e-07
8.85860498355974e-06
8.31556935949418e-05
0.000358060906208879
0.00101706115988975
0.00223621105690362
0.00413623286150611
0.00675626143173516
0.0100495891492403
0.0138957673764656
0.01812197471855
0.0225274272880452
0.0269063427556587
0.0310667787667475
0.0348441741682468
0.0381095088451402
0.0407726794516893
0.0427820378572606
0.0441211467502627
0.0448037564646425
0.0448678670189707
0.0443695600728789
0.0433771011388237
0.0419656437209636
0.040212724853168
0.0381946295714131
0.0359836195105238
0.0336459648283516
0.0312406845965402
0.0288188839259203
0.0264235719459388
0.0240898494254921
0.0218453650860471
0.0197109529987044
0.0177013779991931
0.0158261304809303
0.0140902253730853
0.0124949720705535
0.0110386923157513
0.00971737148656928
0.00852523549543402
0.00745525070655432
0.00649954812493563
0.005649775814085
0.00489738526494053
0.00423385846002519
0.00365088282548219
0.00314048128901348
0.00269510438420968
0.00230769086595432
0.00197170270297893
0.00168113965550674
0.0014305379726948
0.0012149570879745
0.00102995757276063
0.000871573043746157
0.000736278212671316
0.000620954823534745
0.000522856839020667
0.000439575913042888
0.000369007914675963
0.000309321045504253
0.000258925911814754
0.000216447769010734
0.000180701043783761
0.000150666153424275
0.000125468578913484
0.000104360101624521
8.67020835956652e-05
7.19506511050733e-05
5.96436309974165e-05
4.9389085063724e-05
4.08552898562761e-05
3.3762013650045e-05
2.78729501000326e-05
2.2989177493711e-05
1.89435221083178e-05
1.55957153974615e-05
1.28282442966266e-05
1.05428051851799e-05
8.65728086009988e-06
7.10316950329135e-06
5.82340306826694e-06
4.77049958898812e-06
3.9050019491264e-06
3.194160900809e-06
2.61082611678969e-06
2.13251437296199e-06
1.74062742769265e-06
1.41979705010469e-06
1.15733694826911e-06
9.42785273571763e-07
7.67522786063368e-07
6.24455061188905e-07
5.07748025567965e-07
4.12608305076267e-07
3.3510100723527e-07
2.71998650822865e-07
2.20656139893945e-07
1.78907458110733e-07
1.44980231238937e-07
